,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,full_address,Address_URL,url,lat,long
658,3324 PEACHTREE RD NE # 1206,2/10/23,"$300,000.00 ",300000,429.7994269,698,2005,"3324 PEACHTREE RD NE # 1206 Fulton County, GA","3324%20PEACHTREE%20RD%20NE%20#%201206%20Fulton%20County,%20GA","https://www.google.com/maps/search/3324%20PEACHTREE%20RD%20NE%20#%201206%20Fulton%20County,%20GA",33.8458542,-84.3694229
659,5064 ROSWELL RD D 201,2/10/23,"$300,000.00 ",300000,120,2500,0,"5064 ROSWELL RD D 201 Fulton County, GA","5064%20ROSWELL%20RD%20D%20201%20Fulton%20County,%20GA","https://www.google.com/maps/search/5064%20ROSWELL%20RD%20D%20201%20Fulton%20County,%20GA",33.8932416,-84.3816428
660,25 JEFFERSON HILL PL NE,2/10/23,"$386,350.00 ",386350,357.7314815,1080,1975,"25 JEFFERSON HILL PL NE Fulton County, GA","25%20JEFFERSON%20HILL%20PL%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/25%20JEFFERSON%20HILL%20PL%20NE%20Fulton%20County,%20GA",33.8704603,-84.3831047
661,27 IVY RIDGE NE,2/10/23,"$379,900.00 ",379900,239.231738,1588,1972,"27 IVY RIDGE NE Fulton County, GA","27%20IVY%20RIDGE%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/27%20IVY%20RIDGE%20NE%20Fulton%20County,%20GA",33.8575617,-84.3783793
662,1074 PEACHTREE WALK,2/10/23,"$373,000.00 ",373000,333.3333333,1119,1996,"1074 PEACHTREE WALK Fulton County, GA","1074%20PEACHTREE%20WALK%20Fulton%20County,%20GA","https://www.google.com/maps/search/1074%20PEACHTREE%20WALK%20Fulton%20County,%20GA",33.783733,-84.3866555
664,197 WILBUR AVE SE,2/10/23,"$200,000.00 ",200000,214.3622722,933,1945,"197 WILBUR AVE SE Fulton County, GA","197%20WILBUR%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/197%20WILBUR%20AVE%20SE%20Fulton%20County,%20GA",33.7486026,-84.3531946
665,197 WILBUR AVE SE,2/10/23,"$200,000.00 ",200000,214.3622722,933,1945,"197 WILBUR AVE SE Fulton County, GA","197%20WILBUR%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/197%20WILBUR%20AVE%20SE%20Fulton%20County,%20GA",33.7486026,-84.3531946
667,20 PINE CANYON DR SW # 1,2/10/23,"$230,000.00 ",230000,132.7944573,1732,2003,"20 PINE CANYON DR SW # 1 Fulton County, GA","20%20PINE%20CANYON%20DR%20SW%20#%201%20Fulton%20County,%20GA","https://www.google.com/maps/search/20%20PINE%20CANYON%20DR%20SW%20#%201%20Fulton%20County,%20GA",33.6754486,-84.4872399
668,1682 WILDWOOD RD NE,2/10/23,"$900,000.00 ",900000,445.1038576,2022,1952,"1682 WILDWOOD RD NE Fulton County, GA","1682%20WILDWOOD%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1682%20WILDWOOD%20RD%20NE%20Fulton%20County,%20GA",33.8005569,-84.3496657
670,8210 GROGANS FERRY RD,2/10/23,"$600,000.00 ",600000,120.3369434,4986,1990,"8210 GROGANS FERRY RD Fulton County, GA","8210%20GROGANS%20FERRY%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/8210%20GROGANS%20FERRY%20RD%20Fulton%20County,%20GA",33.9795926,-84.3580866
671,759 LORIDANS DR NE,2/10/23,"$750,000.00 ",750000,253.2072924,2962,1978,"759 LORIDANS DR NE Fulton County, GA","759%20LORIDANS%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/759%20LORIDANS%20DR%20NE%20Fulton%20County,%20GA",33.8728866,-84.3621406
678,485 EAST ONTARIO AVE SW,2/9/23,"$280,000.00 ",280000,122.1107719,2293,1920,"485 EAST ONTARIO AVE SW Fulton County, GA","485%20EAST%20ONTARIO%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/485%20EAST%20ONTARIO%20AVE%20SW%20Fulton%20County,%20GA",33.7419142,-84.4383951
679,2364 LILLA CIR SW,2/9/23,"$354,000.00 ",354000,338.4321224,1046,1961,"2364 LILLA CIR SW Fulton County, GA","2364%20LILLA%20CIR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2364%20LILLA%20CIR%20SW%20Fulton%20County,%20GA",33.7459001,-84.464789
681,1356 HIGH FALLS CT SW,2/9/23,"$675,000.00 ",675000,166.1742984,4062,1993,"1356 HIGH FALLS CT SW Fulton County, GA","1356%20HIGH%20FALLS%20CT%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1356%20HIGH%20FALLS%20CT%20SW%20Fulton%20County,%20GA",33.7173793,-84.4926996
683,750 PARK AVE NE # 34SE,2/9/23,"$1,430,000.00 ",1430000,423.9549363,3373,1999,"750 PARK AVE NE # 34SE Fulton County, GA","750%20PARK%20AVE%20NE%20#%2034SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/750%20PARK%20AVE%20NE%20#%2034SE%20Fulton%20County,%20GA",33.8553262,-84.3618812
688,2152 MAIN ST NW,2/9/23,"$355,000.00 ",355000,241.1684783,1472,1930,"2152 MAIN ST NW Fulton County, GA","2152%20MAIN%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2152%20MAIN%20ST%20NW%20Fulton%20County,%20GA",33.8148393,-84.4740913
689,2295 MACON DR SW,2/9/23,"$40,000.00 ",40000,21.69197397,1844,1955,"2295 MACON DR SW Fulton County, GA","2295%20MACON%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2295%20MACON%20DR%20SW%20Fulton%20County,%20GA",33.6917351,-84.3918817
1487,226 OAKCLIFF CT NW,1/19/23,"$125,000.00 ",125000,128.2051282,975,1962,"226 OAKCLIFF CT NW Fulton County, GA","226%20OAKCLIFF%20CT%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/226%20OAKCLIFF%20CT%20NW%20Fulton%20County,%20GA",33.76198163,-84.49937456
692,1463 METROPOLITAN PKWY SW,2/9/23,"$180,000.00 ",180000,120.9677419,1488,1925,"1463 METROPOLITAN PKWY SW Fulton County, GA","1463%20METROPOLITAN%20PKWY%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1463%20METROPOLITAN%20PKWY%20SW%20Fulton%20County,%20GA",33.7148954,-84.4082179
693,1463 METROPOLITAN PKWY SW,2/9/23,"$230,000.00 ",230000,154.5698925,1488,1925,"1463 METROPOLITAN PKWY SW Fulton County, GA","1463%20METROPOLITAN%20PKWY%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1463%20METROPOLITAN%20PKWY%20SW%20Fulton%20County,%20GA",33.7148954,-84.4082179
694,177 LAWTON ST SW,2/9/23,"$273,000.00 ",273000,115.3846154,2366,1950,"177 LAWTON ST SW Fulton County, GA","177%20LAWTON%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/177%20LAWTON%20ST%20SW%20Fulton%20County,%20GA",33.7498807,-84.4234828
700,1341 GIDEONS DR SW,2/9/23,"$214,000.00 ",214000,139.3229167,1536,1949,"1341 GIDEONS DR SW Fulton County, GA","1341%20GIDEONS%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1341%20GIDEONS%20DR%20SW%20Fulton%20County,%20GA",33.7524795,-84.4314215
1488,226 OAKCLIFF CT NW,1/19/23,"$140,000.00 ",140000,143.5897436,975,1962,"226 OAKCLIFF CT NW Fulton County, GA","226%20OAKCLIFF%20CT%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/226%20OAKCLIFF%20CT%20NW%20Fulton%20County,%20GA",33.76198163,-84.49937456
705,3200 DELMAR LN NW,2/9/23,"$103,000.00 ",103000,110.042735,936,1961,"3200 DELMAR LN NW Fulton County, GA","3200%20DELMAR%20LN%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3200%20DELMAR%20LN%20NW%20Fulton%20County,%20GA",33.755807,-84.4921054
707,3112 WATERS RD SW,2/8/23,"$183,000.00 ",183000,140.7692308,1300,1957,"3112 WATERS RD SW Fulton County, GA","3112%20WATERS%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3112%20WATERS%20RD%20SW%20Fulton%20County,%20GA",33.6694829,-84.3966845
708,1372 MC CLELLAND AVE,2/8/23,"$180,000.00 ",180000,152.5423729,1180,1949,"1372 MC CLELLAND AVE Fulton County, GA","1372%20MC%20CLELLAND%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1372%20MC%20CLELLAND%20AVE%20Fulton%20County,%20GA",33.6984164,-84.4337803
709,2400 CAMPBELLTON RD SW # K 1,2/8/23,"$110,000.00 ",110000,83.33333333,1320,1955,"2400 CAMPBELLTON RD SW # K 1 Fulton County, GA","2400%20CAMPBELLTON%20RD%20SW%20#%20K%201%20Fulton%20County,%20GA","https://www.google.com/maps/search/2400%20CAMPBELLTON%20RD%20SW%20#%20K%201%20Fulton%20County,%20GA",33.7027415,-84.4652574
710,1101 JUNIPER ST NE 515,2/8/23,"$369,500.00 ",369500,318.2601206,1161,1999,"1101 JUNIPER ST NE 515 Fulton County, GA","1101%20JUNIPER%20ST%20NE%20515%20Fulton%20County,%20GA","https://www.google.com/maps/search/1101%20JUNIPER%20ST%20NE%20515%20Fulton%20County,%20GA",33.7847688,-84.3818581
712,670 RIVER CHASE POINT,2/8/23,"$9,435,000.00 ",9435000,3039.626289,3104,1974,"670 RIVER CHASE POINT Fulton County, GA","670%20RIVER%20CHASE%20POINT%20Fulton%20County,%20GA","https://www.google.com/maps/search/670%20RIVER%20CHASE%20POINT%20Fulton%20County,%20GA",33.9228398,-84.4286523
714,1702 MARY GEORGE AVE NW,2/8/23,"$106,000.00 ",106000,100.3787879,1056,1961,"1702 MARY GEORGE AVE NW Fulton County, GA","1702%20MARY%20GEORGE%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1702%20MARY%20GEORGE%20AVE%20NW%20Fulton%20County,%20GA",33.8015407,-84.4652135
715,1990 LENOX RD NE,2/8/23,"$935,000.00 ",935000,470.5586311,1987,1952,"1990 LENOX RD NE Fulton County, GA","1990%20LENOX%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1990%20LENOX%20RD%20NE%20Fulton%20County,%20GA",33.8087826,-84.3515037
716,6890 PEACHTREE DUNWOODY RD UNIT 102,2/8/23,"$460,000.00 ",460000,340.7407407,1350,2021,"6890 PEACHTREE DUNWOODY RD UNIT 102 Fulton County, GA","6890%20PEACHTREE%20DUNWOODY%20RD%20UNIT%20102%20Fulton%20County,%20GA","https://www.google.com/maps/search/6890%20PEACHTREE%20DUNWOODY%20RD%20UNIT%20102%20Fulton%20County,%20GA",33.9431426,-84.3526872
106,2277 PEACHTREE RD NE 602,2/28/23,"$375,000.00 ",375000,301.9323671,1242,2003,"2277 PEACHTREE RD NE 602 Fulton County, GA","2277%20PEACHTREE%20RD%20NE%20602%20Fulton%20County,%20GA","https://www.google.com/maps/search/2277%20PEACHTREE%20RD%20NE%20602%20Fulton%20County,%20GA",33.8159943,-84.39017112
718,3511 WOODHAVEN RD NW,2/8/23,"$2,350,000.00 ",2350000,481.8535985,4877,1949,"3511 WOODHAVEN RD NW Fulton County, GA","3511%20WOODHAVEN%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3511%20WOODHAVEN%20RD%20NW%20Fulton%20County,%20GA",33.8505609,-84.3984496
720,4862 LARKSPUR LN,2/8/23,"$275,900.00 ",275900,222.3207091,1241,2005,"4862 LARKSPUR LN Fulton County, GA","4862%20LARKSPUR%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/4862%20LARKSPUR%20LN%20Fulton%20County,%20GA",33.627529,-84.54588
721,124 RICHMOND ST SE,2/8/23,"$125,000.00 ",125000,126.2626263,990,1990,"124 RICHMOND ST SE Fulton County, GA","124%20RICHMOND%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/124%20RICHMOND%20ST%20SE%20Fulton%20County,%20GA",33.7401551,-84.3835887
618,2285 PEACHTREE RD NE 1007,2/10/23,"$165,000.00 ",165000,234.7083926,703,1965,"2285 PEACHTREE RD NE 1007 Fulton County, GA","2285%20PEACHTREE%20RD%20NE%201007%20Fulton%20County,%20GA","https://www.google.com/maps/search/2285%20PEACHTREE%20RD%20NE%201007%20Fulton%20County,%20GA",33.81638438,-84.389719
723,1039 PARSONS ST SW,2/8/23,"$148,258.00 ",148258,128.92,1150,2018,"1039 PARSONS ST SW Fulton County, GA","1039%20PARSONS%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1039%20PARSONS%20ST%20SW%20Fulton%20County,%20GA",33.751311,-84.4219925
856,234 HILLTOP DR SW,2/3/23,"$309,000.00 ",309000,244.4620253,1264,1964,"234 HILLTOP DR SW Fulton County, GA","234%20HILLTOP%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/234%20HILLTOP%20DR%20SW%20Fulton%20County,%20GA",33.69879044,-84.39715744
727,901 ABERNATHY RD NE UNIT 6160,2/8/23,"$340,000.00 ",340000,278.6885246,1220,2010,"901 ABERNATHY RD NE UNIT 6160 Fulton County, GA","901%20ABERNATHY%20RD%20NE%20UNIT%206160%20Fulton%20County,%20GA","https://www.google.com/maps/search/901%20ABERNATHY%20RD%20NE%20UNIT%206160%20Fulton%20County,%20GA",33.9327427,-84.3610975
1880,2479 PEACHTREE RD # 1306,1/6/23,"$185,000.00 ",185000,221.0274791,837,1967,"2479 PEACHTREE RD # 1306 Fulton County, GA","2479%20PEACHTREE%20RD%20#%201306%20Fulton%20County,%20GA","https://www.google.com/maps/search/2479%20PEACHTREE%20RD%20#%201306%20Fulton%20County,%20GA",33.822529,-84.38684477
729,613 RIVERLAWN CT,2/8/23,"$800,000.00 ",800000,251.4142049,3182,2008,"613 RIVERLAWN CT Fulton County, GA","613%20RIVERLAWN%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/613%20RIVERLAWN%20CT%20Fulton%20County,%20GA",33.9027241,-84.437078
624,2479 PEACHTREE RD # 1712,2/10/23,"$159,900.00 ",159900,316.6336634,505,1967,"2479 PEACHTREE RD # 1712 Fulton County, GA","2479%20PEACHTREE%20RD%20#%201712%20Fulton%20County,%20GA","https://www.google.com/maps/search/2479%20PEACHTREE%20RD%20#%201712%20Fulton%20County,%20GA",33.822529,-84.38684477
734,1280 WEST PEACHTREE ST NW # 2305,2/8/23,"$220,000.00 ",220000,341.0852713,645,1989,"1280 WEST PEACHTREE ST NW # 2305 Fulton County, GA","1280%20WEST%20PEACHTREE%20ST%20NW%20#%202305%20Fulton%20County,%20GA","https://www.google.com/maps/search/1280%20WEST%20PEACHTREE%20ST%20NW%20#%202305%20Fulton%20County,%20GA",33.7893934,-84.388618
735,984 FAITH AVE,2/8/23,"$1,225,000.00 ",1225000,410.5227882,2984,2007,"984 FAITH AVE Fulton County, GA","984%20FAITH%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/984%20FAITH%20AVE%20Fulton%20County,%20GA",33.7426508,-84.3550424
736,3426 PAMLICO DR SW,2/8/23,"$289,800.00 ",289800,162.0805369,1788,1971,"3426 PAMLICO DR SW Fulton County, GA","3426%20PAMLICO%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3426%20PAMLICO%20DR%20SW%20Fulton%20County,%20GA",33.7331778,-84.5004461
738,980 LOS ANGELES AVE NE,2/8/23,"$826,000.00 ",826000,380.2946593,2172,1930,"980 LOS ANGELES AVE NE Fulton County, GA","980%20LOS%20ANGELES%20AVE%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/980%20LOS%20ANGELES%20AVE%20NE%20Fulton%20County,%20GA",33.7841133,-84.3552935
739,87 MELDON AVE SE,2/7/23,"$280,000.00 ",280000,259.2592593,1080,1930,"87 MELDON AVE SE Fulton County, GA","87%20MELDON%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/87%20MELDON%20AVE%20SE%20Fulton%20County,%20GA",33.7112966,-84.3874371
741,172 HAYNES ST SW 105,2/7/23,"$31,000.00 ",31000,42.46575342,730,1920,"172 HAYNES ST SW 105 Fulton County, GA","172%20HAYNES%20ST%20SW%20105%20Fulton%20County,%20GA","https://www.google.com/maps/search/172%20HAYNES%20ST%20SW%20105%20Fulton%20County,%20GA",33.7498885,-84.3999374
742,217 STAFFORD ST NW,2/7/23,"$88,000.00 ",88000,82.55159475,1066,1940,"217 STAFFORD ST NW Fulton County, GA","217%20STAFFORD%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/217%20STAFFORD%20ST%20NW%20Fulton%20County,%20GA",33.7609811,-84.4245496
744,1000 JEFFERSON AVE,2/7/23,"$257,500.00 ",257500,285.1605759,903,1950,"1000 JEFFERSON AVE Fulton County, GA","1000%20JEFFERSON%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1000%20JEFFERSON%20AVE%20Fulton%20County,%20GA",33.6856557,-84.4216579
745,2935 HARLAN DR,2/7/23,"$176,937.00 ",176937,171.4505814,1032,1947,"2935 HARLAN DR Fulton County, GA","2935%20HARLAN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2935%20HARLAN%20DR%20Fulton%20County,%20GA",33.6749761,-84.4212537
746,2935 HARLAN DR,2/7/23,"$176,937.00 ",176937,171.4505814,1032,1947,"2935 HARLAN DR Fulton County, GA","2935%20HARLAN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2935%20HARLAN%20DR%20Fulton%20County,%20GA",33.6749761,-84.4212537
747,1316 WESTMONT RD SW,2/7/23,"$355,000.00 ",355000,236.6666667,1500,1950,"1316 WESTMONT RD SW Fulton County, GA","1316%20WESTMONT%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1316%20WESTMONT%20RD%20SW%20Fulton%20County,%20GA",33.719519,-84.4373902
750,839 COMMODORE DR NW,2/7/23,"$160,000.00 ",160000,109.8901099,1456,1950,"839 COMMODORE DR NW Fulton County, GA","839%20COMMODORE%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/839%20COMMODORE%20DR%20NW%20Fulton%20County,%20GA",33.775169,-84.4586611
752,996 TUCKAWANNA DR SW,2/7/23,"$66,588.00 ",66588,48.63988313,1369,1952,"996 TUCKAWANNA DR SW Fulton County, GA","996%20TUCKAWANNA%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/996%20TUCKAWANNA%20DR%20SW%20Fulton%20County,%20GA",33.7287569,-84.4852289
754,980 FAIRBURN RD NW,2/7/23,"$249,000.00 ",249000,276.6666667,900,1961,"980 FAIRBURN RD NW Fulton County, GA","980%20FAIRBURN%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/980%20FAIRBURN%20RD%20NW%20Fulton%20County,%20GA",33.7795281,-84.5045009
756,361 SEVENTEENTH ST NW # 1603,2/7/23,"$370,000.00 ",370000,354.0669856,1045,2005,"361 SEVENTEENTH ST NW # 1603 Fulton County, GA","361%20SEVENTEENTH%20ST%20NW%20#%201603%20Fulton%20County,%20GA","https://www.google.com/maps/search/361%20SEVENTEENTH%20ST%20NW%20#%201603%20Fulton%20County,%20GA",33.7915654,-84.3981417
757,2285 PEACHTREE RD NE # 1110,2/7/23,"$174,000.00 ",174000,260.8695652,667,1965,"2285 PEACHTREE RD NE # 1110 Fulton County, GA","2285%20PEACHTREE%20RD%20NE%20#%201110%20Fulton%20County,%20GA","https://www.google.com/maps/search/2285%20PEACHTREE%20RD%20NE%20#%201110%20Fulton%20County,%20GA",33.8395469,-84.3796722
758,57 CHAUMONT SQ NW,2/7/23,"$324,192.00 ",324192,240.8558692,1346,1968,"57 CHAUMONT SQ NW Fulton County, GA","57%20CHAUMONT%20SQ%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/57%20CHAUMONT%20SQ%20NW%20Fulton%20County,%20GA",33.8217175,-84.4255382
759,2914 LENOX RD NE 15,2/7/23,"$280,000.00 ",280000,204.0816327,1372,1984,"2914 LENOX RD NE 15 Fulton County, GA","2914%20LENOX%20RD%20NE%2015%20Fulton%20County,%20GA","https://www.google.com/maps/search/2914%20LENOX%20RD%20NE%2015%20Fulton%20County,%20GA",33.8342758,-84.3587421
763,2372 SAINT JAMES DR NW,2/7/23,"$10,000.00 ",10000,12.25490196,816,1936,"2372 SAINT JAMES DR NW Fulton County, GA","2372%20SAINT%20JAMES%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2372%20SAINT%20JAMES%20DR%20NW%20Fulton%20County,%20GA",33.7853025,-84.4661074
764,1124 NORTHWEST DR NW,2/7/23,"$45,000.00 ",45000,41.66666667,1080,1930,"1124 NORTHWEST DR NW Fulton County, GA","1124%20NORTHWEST%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1124%20NORTHWEST%20DR%20NW%20Fulton%20County,%20GA",33.7857802,-84.4749522
765,2493 BURTZ ST NW,2/7/23,"$495,000.00 ",495000,220.1957295,2248,1930,"2493 BURTZ ST NW Fulton County, GA","2493%20BURTZ%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2493%20BURTZ%20ST%20NW%20Fulton%20County,%20GA",33.807618,-84.4701557
769,1989 NORTH AVE NW,2/7/23,"$125,000.00 ",125000,177.5568182,704,1950,"1989 NORTH AVE NW Fulton County, GA","1989%20NORTH%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1989%20NORTH%20AVE%20NW%20Fulton%20County,%20GA",33.7687345,-84.4529157
770,5795 PINE BROOK RD,2/7/23,"$2,000,000.00 ",2000000,1118.568233,1788,1962,"5795 PINE BROOK RD Fulton County, GA","5795%20PINE%20BROOK%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/5795%20PINE%20BROOK%20RD%20Fulton%20County,%20GA",33.9129545,-84.3649868
771,475 BRIDGES CREEK TRL,2/7/23,"$537,500.00 ",537500,380.1272984,1414,1958,"475 BRIDGES CREEK TRL Fulton County, GA","475%20BRIDGES%20CREEK%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/475%20BRIDGES%20CREEK%20TRL%20Fulton%20County,%20GA",33.929568,-84.3716604
772,1311 RIVER GREEN DR,2/7/23,"$269,000.00 ",269000,206.9230769,1300,1991,"1311 RIVER GREEN DR Fulton County, GA","1311%20RIVER%20GREEN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1311%20RIVER%20GREEN%20DR%20Fulton%20County,%20GA",33.8630529,-84.4483944
774,250 PARK AVENUE WEST NW 901,2/7/23,"$405,000.00 ",405000,305.4298643,1326,2002,"250 PARK AVENUE WEST NW 901 Fulton County, GA","250%20PARK%20AVENUE%20WEST%20NW%20901%20Fulton%20County,%20GA","https://www.google.com/maps/search/250%20PARK%20AVENUE%20WEST%20NW%20901%20Fulton%20County,%20GA",33.7615487,-84.3950628
776,1290 WESTBORO DR SW,2/7/23,"$590,000.00 ",590000,594.7580645,992,1950,"1290 WESTBORO DR SW Fulton County, GA","1290%20WESTBORO%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1290%20WESTBORO%20DR%20SW%20Fulton%20County,%20GA",33.7318117,-84.4299332
777,300 JOHNSON FERRY RD B401,2/7/23,"$120,000.00 ",120000,157.8947368,760,1986,"300 JOHNSON FERRY RD B401 Fulton County, GA","300%20JOHNSON%20FERRY%20RD%20B401%20Fulton%20County,%20GA","https://www.google.com/maps/search/300%20JOHNSON%20FERRY%20RD%20B401%20Fulton%20County,%20GA",33.9257419,-84.376942
779,1280 WEST PEACHTREE ST NW # 3503,2/7/23,"$221,480.00 ",221480,286.8911917,772,1989,"1280 WEST PEACHTREE ST NW # 3503 Fulton County, GA","1280%20WEST%20PEACHTREE%20ST%20NW%20#%203503%20Fulton%20County,%20GA","https://www.google.com/maps/search/1280%20WEST%20PEACHTREE%20ST%20NW%20#%203503%20Fulton%20County,%20GA",33.7893934,-84.388618
780,4955 POWERS FERRY RD NW,2/7/23,"$725,000.00 ",725000,370.6543967,1956,1958,"4955 POWERS FERRY RD NW Fulton County, GA","4955%20POWERS%20FERRY%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/4955%20POWERS%20FERRY%20RD%20NW%20Fulton%20County,%20GA",33.8911316,-84.4009123
782,1054 KIRKWOOD AVE SE,2/7/23,"$520,000.00 ",520000,375.1803752,1386,1920,"1054 KIRKWOOD AVE SE Fulton County, GA","1054%20KIRKWOOD%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1054%20KIRKWOOD%20AVE%20SE%20Fulton%20County,%20GA",33.7504084,-84.3526645
783,592 MORROW LN,2/7/23,"$208,001.00 ",208001,121.4959112,1712,2007,"592 MORROW LN Fulton County, GA","592%20MORROW%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/592%20MORROW%20LN%20Fulton%20County,%20GA",33.7424018,-84.502318
787,3481 LAKESIDE DR NE # 1508,2/7/23,"$250,000.00 ",250000,263.1578947,950,1990,"3481 LAKESIDE DR NE # 1508 Fulton County, GA","3481%20LAKESIDE%20DR%20NE%20#%201508%20Fulton%20County,%20GA","https://www.google.com/maps/search/3481%20LAKESIDE%20DR%20NE%20#%201508%20Fulton%20County,%20GA",33.849139,-84.3572035
788,5545 STONEWALL TELL RD REAR,2/6/23,"$75,000.00 ",75000,3.148350264,23822,0,"5545 STONEWALL TELL RD REAR Fulton County, GA","5545%20STONEWALL%20TELL%20RD%20REAR%20Fulton%20County,%20GA","https://www.google.com/maps/search/5545%20STONEWALL%20TELL%20RD%20REAR%20Fulton%20County,%20GA",33.6011684,-84.5546761
789,1124 DEKALB AVE NE # 29,2/6/23,"$380,000.00 ",380000,373.280943,1018,2001,"1124 DEKALB AVE NE # 29 Fulton County, GA","1124%20DEKALB%20AVE%20NE%20#%2029%20Fulton%20County,%20GA","https://www.google.com/maps/search/1124%20DEKALB%20AVE%20NE%20#%2029%20Fulton%20County,%20GA",33.7594075,-84.3508463
791,1053 BLOUNT PL,2/6/23,"$330,000.00 ",330000,244.4444444,1350,1946,"1053 BLOUNT PL Fulton County, GA","1053%20BLOUNT%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/1053%20BLOUNT%20PL%20Fulton%20County,%20GA",33.6772677,-84.4234803
792,1409 BRIDGES AVE SW,2/6/23,"$250,000.00 ",250000,118.5958254,2108,1945,"1409 BRIDGES AVE SW Fulton County, GA","1409%20BRIDGES%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1409%20BRIDGES%20AVE%20SW%20Fulton%20County,%20GA",33.7270078,-84.434047
793,764 SOUTH GRAND AVE NW,2/6/23,"$315,000.00 ",315000,362.4856157,869,1920,"764 SOUTH GRAND AVE NW Fulton County, GA","764%20SOUTH%20GRAND%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/764%20SOUTH%20GRAND%20AVE%20NW%20Fulton%20County,%20GA",33.7758224,-84.463026
794,1893 WINDSOR DR SW,2/6/23,"$180,000.00 ",180000,110.974106,1622,1955,"1893 WINDSOR DR SW Fulton County, GA","1893%20WINDSOR%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1893%20WINDSOR%20DR%20SW%20Fulton%20County,%20GA",33.7037731,-84.4744616
795,1893 WINDSOR DR SW,2/6/23,"$196,250.00 ",196250,120.9926017,1622,1955,"1893 WINDSOR DR SW Fulton County, GA","1893%20WINDSOR%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1893%20WINDSOR%20DR%20SW%20Fulton%20County,%20GA",33.7037731,-84.4744616
